Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard_Value,Standard Units,Bioactivity,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,MW,LogP,NumHDonors,NumHAcceptors
CHEMBL226652,,0,178.22,0,0.95,4-DAMP,Sc1nnnn1-c1ccccc1,IC50,'=',2360,nM,Active,5.63,,Dtt Insensitive,UO_0000065,,,,,FALSE,CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,BAO_0000019,assay format,Severe acute respiratory syndrome coronavirus 2,None,None,None,None,,,,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,SINGLE PROTEIN,CHEMBL4495564,52,SARS-CoV-2 Screening Data 2020-21,,2020,None,,178.22,0.951,1,5
CHEMBL227075,DIHYDROTANSHINONE I,0,278.31,0,3.29,6,Cc1cccc2c3c(ccc12)C1=C(C(=O)C3=O)[C@@H](C)CO1,IC50,'=',14400,nM,Inactive,4.84,,,UO_0000065,17.4,0.31,1.55,11.16,FALSE,CHEMBL2149727,Inhibition of SARS-CoV 3CLpro expressed in Escherichia coli BL21 (DE3) using Dabcyl-KNSTLQSGLRKE-Edan as substrate after 60 mins by FRET analysis,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL2146458,1,Scientific Literature,Bioorg. Med. Chem.,2012,None,,278.307,3.29102,0,3
CHEMBL2316336,,0,732.84,3,-1.41,Cbz-TSAVLQ-CN,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)OCc1ccccc1)[C@@H](C)O)C(C)C)C(=O)N[C@H](C#N)CCC(N)=O,IC50,'=',39000,nM,Inactive,4.41,,,UO_0000065,6.02,0.12,5.82,1.51,FALSE,CHEMBL2321330,Inhibition of SARS coronavirus 3C-like protease pretreated for 5 mins before substrate addition by fluorimetry,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL2311429,1,Scientific Literature,Eur. J. Med. Chem.,2013,None,,732.836,-1.41042,9,11
CHEMBL2316337,,0,544.65,1,1.25,Cbz-AVLQ-CN,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)OCc1ccccc1)C(C)C)C(=O)N[C@H](C#N)CCC(N)=O,IC50,'=',4600,nM,Active,5.34,,,UO_0000065,9.8,0.19,4.09,2.77,FALSE,CHEMBL2321330,Inhibition of SARS coronavirus 3C-like protease pretreated for 5 mins before substrate addition by fluorimetry,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL2311429,1,Scientific Literature,Eur. J. Med. Chem.,2013,None,,544.653,1.24688,5,7
CHEMBL2316338,,0,510.64,1,0.85,Boc-AVLQ-CN,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)OC(C)(C)C)C(C)C)C(=O)N[C@H](C#N)CCC(N)=O,IC50,'=',49000,nM,Inactive,4.31,,,UO_0000065,8.44,0.16,3.46,2.24,FALSE,CHEMBL2321330,Inhibition of SARS coronavirus 3C-like protease pretreated for 5 mins before substrate addition by fluorimetry,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL2311429,1,Scientific Literature,Eur. J. Med. Chem.,2013,None,,510.636,0.84518,5,7
CHEMBL2316339,,0,519.6,1,0.05,Mic-AVLQ-CN,Cc1cc(C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)CCC(N)=O)C(C)C)no1,IC50,'=',49000,nM,Inactive,4.31,,,UO_0000065,8.29,0.16,4.26,2.06,FALSE,CHEMBL2321330,Inhibition of SARS coronavirus 3C-like protease pretreated for 5 mins before substrate addition by fluorimetry,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL2311429,1,Scientific Literature,Eur. J. Med. Chem.,2013,None,,519.603,0.0469,5,8
CHEMBL2354521,,0,349.86,0,2.98,oxyfedrine,COc1cccc(C(=O)CCN[C@@H](C)[C@H](O)c2ccccc2)c1.Cl,IC50,'=',2350,nM,Active,5.63,,Dtt Insensitive,UO_0000065,,,,,FALSE,CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,BAO_0000019,assay format,Severe acute respiratory syndrome coronavirus 2,None,None,None,None,,,,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,SINGLE PROTEIN,CHEMBL4495564,52,SARS-CoV-2 Screening Data 2020-21,,2020,None,,349.858,3.4015,2,4
CHEMBL235873,,0,659.78,2,0.87,5,CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)OC(C)(C)C)C(C)C,IC50,'=',15000,nM,Inactive,4.82,,,UO_0000065,7.31,0.14,3.95,2.4,FALSE,CHEMBL898907,Inhibition of SARS-CoV 3C-like protease by FRET based microplate assay,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL1137503,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2007,None,,659.781,0.8706,6,9
CHEMBL2368547,Sennoside A,0,862.75,3,-1.1,SENNOSIDE A,O=C(O)c1cc(O)c2c(c1)[C@H]([C@H]1c3cc(C(=O)O)cc(O)c3C(=O)c3c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cccc31)c1cccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c1C2=O,IC50,'=',1590,nM,Active,5.8,,Dtt Insensitive,UO_0000065,,,,,FALSE,CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,BAO_0000019,assay format,Severe acute respiratory syndrome coronavirus 2,None,None,None,None,,,,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,SINGLE PROTEIN,CHEMBL4495564,52,SARS-CoV-2 Screening Data 2020-21,,2020,None,,862.746,-1.0956,12,18
CHEMBL238216,,0,581.67,1,1.6,6,CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)c1cc(C)on1)C(C)C,IC50,'=',300000,nM,Inactive,,Outside typical range,,UO_0000065,,,,,FALSE,CHEMBL898907,Inhibition of SARS-CoV 3C-like protease by FRET based microplate assay,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL1137503,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2007,None,,581.67,1.59522,4,8
CHEMBL2391422,TRIPHLORETHOL A,0,374.3,1,3.21,2,Oc1cc(O)cc(Oc2c(O)cc(Oc3c(O)cc(O)cc3O)cc2O)c1,IC50,'=',164700,nM,Inactive,,Outside typical range,,UO_0000065,,,,,FALSE,CHEMBL2395056,Inhibition of C-terminal His6-tagged recombinant SARS coronavirus 3C-like protease trans-cleavage activity expressed in Escherichia coli BL21 (DE3) using Dabcyl-KTSAVLQSGFRKME as substrate after 60 mins by FRET assay,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL2390950,1,Scientific Literature,Bioorg. Med. Chem.,2013,None,,374.301,3.2104,7,9
CHEMBL2391423,2-PHLOROECKOL,0,496.38,2,4.81,5,Oc1cc(O)cc(Oc2c(Oc3c(O)cc(O)cc3O)cc(O)c3c2Oc2c(O)cc(O)cc2O3)c1,IC50,'=',13300,nM,Inactive,4.88,,,UO_0000065,9.82,0.18,0.07,2.45,FALSE,CHEMBL2395056,Inhibition of C-terminal His6-tagged recombinant SARS coronavirus 3C-like protease trans-cleavage activity expressed in Escherichia coli BL21 (DE3) using Dabcyl-KTSAVLQSGFRKME as substrate after 60 mins by FRET assay,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL2390950,1,Scientific Literature,Bioorg. Med. Chem.,2013,None,,496.38,4.814,8,12
CHEMBL243652,,0,353.2,0,2.18,PD096194,O=C(CC1Sc2ncnn2C1=O)Nc1ccc(Br)cc1,IC50,'=',2040,nM,Active,5.69,,Dtt Insensitive,UO_0000065,,,,,FALSE,CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,BAO_0000019,assay format,Severe acute respiratory syndrome coronavirus 2,None,None,None,None,,,,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,SINGLE PROTEIN,CHEMBL4495564,52,SARS-CoV-2 Screening Data 2020-21,,2020,None,,353.201,2.1839,1,6
CHEMBL2441741,,0,600.72,1,3.42,2,CC(C)C[C@H](NC(=O)[C@H](Cc1cccc2ccccc12)NC(=O)OCc1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,IC50,'=',230,nM,Active,6.64,,,UO_0000065,11.05,0.21,3.22,4.65,FALSE,CHEMBL2445771,Inhibition of SARS coronavirus 3C-like protease by FRET assay,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL2439984,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2013,None,,600.716,3.4181,4,6
CHEMBL2441745,,0,685.82,1,3.31,6,CC(C)C[C@H](NC(=O)[C@H](Cc1cccc2ccccc12)NC(=O)OCc1ccccc1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(=O)NC(C)C,IC50,'=',610,nM,Active,6.21,,,UO_0000065,9.06,0.17,2.9,3.62,FALSE,CHEMBL2445771,Inhibition of SARS coronavirus 3C-like protease by FRET assay,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL2439984,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2013,None,,685.822,3.3129,5,7
CHEMBL259018,,0,436.32,0,3.42,ML025,CC(C)(C)OC(=O)NCCc1nnc(S(=O)(=O)Cc2ccc(Cl)cc2Cl)o1,IC50,'=',4220,nM,Active,5.38,,Dtt Insensitive,UO_0000065,,,,,FALSE,CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,BAO_0000019,assay format,Severe acute respiratory syndrome coronavirus 2,None,None,None,None,,,,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,SINGLE PROTEIN,CHEMBL4495564,52,SARS-CoV-2 Screening Data 2020-21,,2020,None,,436.317,3.4175,1,7
CHEMBL270299,BAY-11-7085,0,249.34,0,2.8,BAY-11-7085,CC(C)(C)c1ccc(S(=O)(=O)/C=C/C#N)cc1,IC50,'=',840,nM,Active,6.08,,Dtt Insensitive,UO_0000065,,,,,FALSE,CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,BAO_0000019,assay format,Severe acute respiratory syndrome coronavirus 2,None,None,None,None,,,,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,SINGLE PROTEIN,CHEMBL4495564,52,SARS-CoV-2 Screening Data 2020-21,,2020,None,,249.335,2.79508,0,3
CHEMBL271023,,0,245.27,0,0.69,Ro-106-9920,[O-][S+](c1ccccc1)c1ccc2nnnn2n1,IC50,'=',1120,nM,Active,5.95,,Dtt Insensitive,UO_0000065,,,,,FALSE,CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,BAO_0000019,assay format,Severe acute respiratory syndrome coronavirus 2,None,None,None,None,,,,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,SINGLE PROTEIN,CHEMBL4495564,52,SARS-CoV-2 Screening Data 2020-21,,2020,None,,245.267,0.686,0,6
CHEMBL28,APIGENIN,0,270.24,0,2.58,Apigenin,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,IC50,'=',280800,nM,Inactive,,Outside typical range,,UO_0000065,,,,,FALSE,CHEMBL1286522,Inhibition of SARS coronavirus 3C-like protease after 60 mins by FRET assay,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL1275337,1,Scientific Literature,Bioorg. Med. Chem.,2010,None,,270.24,2.5768,3,5
CHEMBL284861,,0,222.27,0,0.66,TDZD-8,Cn1sc(=O)n(Cc2ccccc2)c1=O,IC50,'=',140,nM,Active,6.85,,Dtt Insensitive,UO_0000065,,,,,FALSE,CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,BAO_0000019,assay format,Severe acute respiratory syndrome coronavirus 2,None,None,None,None,,,,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,SINGLE PROTEIN,CHEMBL4495564,52,SARS-CoV-2 Screening Data 2020-21,,2020,None,,222.269,0.6568,0,5
CHEMBL286080,SKF-38393,0,255.32,0,2.38,SKF-38393,Oc1cc2c(cc1O)C(c1ccccc1)CNCC2,IC50,'=',2800,nM,Active,5.55,,Dtt Insensitive,UO_0000065,,,,,FALSE,CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,BAO_0000019,assay format,Severe acute respiratory syndrome coronavirus 2,None,None,None,None,,,,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,SINGLE PROTEIN,CHEMBL4495564,52,SARS-CoV-2 Screening Data 2020-21,,2020,None,,255.317,2.3754,3,3
CHEMBL289356,,0,209.3,0,2.57,CL-17107,Sc1nnc(Nc2ccccc2)s1,IC50,'=',390,nM,Active,6.41,,Dtt Insensitive,UO_0000065,,,,,FALSE,CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,BAO_0000019,assay format,Severe acute respiratory syndrome coronavirus 2,None,None,None,None,,,,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,SINGLE PROTEIN,CHEMBL4495564,52,SARS-CoV-2 Screening Data 2020-21,,2020,None,,209.299,2.5704,2,5
CHEMBL297453,EPIGALOCATECHIN GALLATE,3,458.38,2,2.23,(-)-Epigallocatechin gallate,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,IC50,'=',720,nM,Active,6.14,,Dtt Insensitive,UO_0000065,,,,,FALSE,CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,BAO_0000019,assay format,Severe acute respiratory syndrome coronavirus 2,None,None,None,None,,,,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,SINGLE PROTEIN,CHEMBL4495564,52,SARS-CoV-2 Screening Data 2020-21,,2020,None,,458.375,2.2332,8,11
CHEMBL301982,CELASTROL,0,450.62,1,6.7,1,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]3(C)CC[C@@]4(C)CC[C@@](C)(C(=O)O)C[C@H]4[C@]3(C)CC[C@@]21C,IC50,'=',10300,nM,Inactive,4.99,,,UO_0000065,11.07,0.21,-1.71,6.69,FALSE,CHEMBL1113303,Inhibition of 3C-like protease of SARS coronavirus assessed as concentration of FRET peptide for 60 mins,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL1155394,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,,450.619,6.6977,2,3
CHEMBL3099521,,0,386.43,0,0.75,8h1,CN1C(=O)C(=O)c2cc(S(=O)(=O)N3CCN(c4ccccn4)CC3)ccc21,IC50,'=',5520,nM,Intermediate,5.26,,,UO_0000065,13.61,0.27,4.51,5.79,FALSE,CHEMBL3102681,Inhibition of GST-tagged SARS coronavirus 3C-like protease by FRET assay,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL3098093,1,Scientific Literature,Bioorg. Med. Chem.,2014,None,,386.433,0.7516,0,6
CHEMBL3099522,,0,384.46,0,2.59,8i2,O=C1C(=O)N(Cc2ccccc2)c2ccc(S(=O)(=O)N3CCCCC3)cc21,IC50,'=',14000,nM,Inactive,4.85,,,UO_0000065,12.63,0.25,2.26,6.49,FALSE,CHEMBL3102681,Inhibition of GST-tagged SARS coronavirus 3C-like protease by FRET assay,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL3098093,1,Scientific Literature,Bioorg. Med. Chem.,2014,None,,384.457,2.5907,0,4
CHEMBL3099523,,0,310.33,0,-0.13,8j1,CN1C(=O)C(=O)c2cc(S(=O)(=O)N3CCOCC3)ccc21,IC50,'=',9910,nM,Intermediate,5,,,UO_0000065,16.12,0.33,5.13,5.96,FALSE,CHEMBL3102681,Inhibition of GST-tagged SARS coronavirus 3C-like protease by FRET assay,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL3098093,1,Scientific Literature,Bioorg. Med. Chem.,2014,None,,310.331,-0.1334,0,5
CHEMBL3099524,,0,386.43,0,1.44,8j2,O=C1C(=O)N(Cc2ccccc2)c2ccc(S(=O)(=O)N3CCOCC3)cc21,IC50,'=',13860,nM,Inactive,4.86,,,UO_0000065,12.57,0.25,3.42,5.78,FALSE,CHEMBL3102681,Inhibition of GST-tagged SARS coronavirus 3C-like protease by FRET assay,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL3098093,1,Scientific Literature,Bioorg. Med. Chem.,2014,None,,386.429,1.437,0,5
CHEMBL3099525,,0,436.49,0,2.59,8j3,O=C1C(=O)N(Cc2ccc3ccccc3c2)c2ccc(S(=O)(=O)N3CCOCC3)cc21,IC50,'=',39870,nM,Inactive,4.4,,,UO_0000065,10.08,0.19,1.81,5.24,FALSE,CHEMBL3102681,Inhibition of GST-tagged SARS coronavirus 3C-like protease by FRET assay,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL3098093,1,Scientific Literature,Bioorg. Med. Chem.,2014,None,,436.489,2.5902,0,5
CHEMBL3099526,,0,322.39,0,1.27,8k1,CC1CCN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3C)CC1,IC50,'=',1040,nM,Active,5.98,,,UO_0000065,18.56,0.37,4.71,8,FALSE,CHEMBL3102681,Inhibition of GST-tagged SARS coronavirus 3C-like protease by FRET assay,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL3098093,1,Scientific Literature,Bioorg. Med. Chem.,2014,None,,322.386,1.2663,0,4
CHEMBL3099527,,0,398.48,0,2.84,8k2,CC1CCN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3Cc2ccccc2)CC1,IC50,'=',1690,nM,Active,5.77,,,UO_0000065,14.49,0.28,2.93,7.72,FALSE,CHEMBL3102681,Inhibition of GST-tagged SARS coronavirus 3C-like protease by FRET assay,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL3098093,1,Scientific Literature,Bioorg. Med. Chem.,2014,None,,398.484,2.8367,0,4
CHEMBL3099528,,0,448.54,0,3.99,8k3,CC1CCN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3Cc2ccc3ccccc3c2)CC1,IC50,'=',17820,nM,Inactive,4.75,,,UO_0000065,10.59,0.2,0.76,6.35,FALSE,CHEMBL3102681,Inhibition of GST-tagged SARS coronavirus 3C-like protease by FRET assay,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL3098093,1,Scientific Literature,Bioorg. Med. Chem.,2014,None,,448.544,3.9899,0,4
CHEMBL3099529,,0,336.41,0,1.51,8m1,CC1CC(C)CN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3C)C1,IC50,'=',2820,nM,Active,5.55,,,UO_0000065,16.5,0.33,4.04,7.42,FALSE,CHEMBL3102681,Inhibition of GST-tagged SARS coronavirus 3C-like protease by FRET assay,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL3098093,1,Scientific Literature,Bioorg. Med. Chem.,2014,None,,336.413,1.5123,0,4
CHEMBL3099530,,0,412.51,0,3.08,8m2,CC1CC(C)CN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3Cc2ccccc2)C1,IC50,'=',4700,nM,Active,5.33,,,UO_0000065,12.92,0.25,2.25,7.13,FALSE,CHEMBL3102681,Inhibition of GST-tagged SARS coronavirus 3C-like protease by FRET assay,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL3098093,1,Scientific Literature,Bioorg. Med. Chem.,2014,None,,412.511,3.0827,0,4
CHEMBL3099533,,0,309.35,0,-0.24,7a,CN1CCN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3)CC1,IC50,'=',76740,nM,Inactive,4.12,,,UO_0000065,13.3,0.27,4.35,4.74,FALSE,CHEMBL3102681,Inhibition of GST-tagged SARS coronavirus 3C-like protease by FRET assay,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL3098093,1,Scientific Literature,Bioorg. Med. Chem.,2014,None,,309.347,-0.2425,1,5
CHEMBL3099534,,0,389.41,0,1.47,7b,O=C1Nc2ccc(S(=O)(=O)N3CCN(c4ccc(F)cc4)CC3)cc2C1=O,IC50,'>',100000,nM,Inactive,,,,UO_0000065,,,,,FALSE,CHEMBL3102681,Inhibition of GST-tagged SARS coronavirus 3C-like protease by FRET assay,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL3098093,1,Scientific Literature,Bioorg. Med. Chem.,2014,None,,389.408,1.4714,1,5
CHEMBL3099535,,0,439.42,0,2.35,7c,O=C1Nc2ccc(S(=O)(=O)N3CCN(c4cccc(C(F)(F)F)c4)CC3)cc2C1=O,IC50,'>',100000,nM,Inactive,,,,UO_0000065,,,,,FALSE,CHEMBL3102681,Inhibition of GST-tagged SARS coronavirus 3C-like protease by FRET assay,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL3098093,1,Scientific Literature,Bioorg. Med. Chem.,2014,None,,439.415,2.3511,1,5
CHEMBL3099536,,0,419.89,0,1.98,7d,O=C1Nc2ccc(S(=O)(=O)N3CCN(Cc4cccc(Cl)c4)CC3)cc2C1=O,IC50,'=',31710,nM,Inactive,4.5,,,UO_0000065,10.71,0.22,2.52,5.18,FALSE,CHEMBL3102681,Inhibition of GST-tagged SARS coronavirus 3C-like protease by FRET assay,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL3098093,1,Scientific Literature,Bioorg. Med. Chem.,2014,None,,419.89,1.9813,1,5
CHEMBL3099537,,0,475.52,0,1.35,7e,COc1cc(CN2CCN(S(=O)(=O)c3ccc4c(c3)C(=O)C(=O)N4)CC2)cc(OC)c1OC,IC50,'=',32080,nM,Inactive,4.49,,,UO_0000065,9.45,0.19,3.14,3.93,FALSE,CHEMBL3102681,Inhibition of GST-tagged SARS coronavirus 3C-like protease by FRET assay,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL3098093,1,Scientific Literature,Bioorg. Med. Chem.,2014,None,,475.523,1.3537,1,8
CHEMBL3099538,,0,399.47,0,1.37,7f,O=C1Nc2ccc(S(=O)(=O)N3CCN(CCc4ccccc4)CC3)cc2C1=O,IC50,'=',34910,nM,Inactive,4.46,,,UO_0000065,11.16,0.22,3.09,5.14,FALSE,CHEMBL3102681,Inhibition of GST-tagged SARS coronavirus 3C-like protease by FRET assay,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL3098093,1,Scientific Literature,Bioorg. Med. Chem.,2014,None,,399.472,1.3704,1,5
CHEMBL3099539,,0,389.39,0,0.56,7g,O=C1Nc2ccc(S(=O)(=O)N3CCN(C(=O)c4ccco4)CC3)cc2C1=O,IC50,'=',10070,nM,Inactive,5,,,UO_0000065,12.83,0.25,4.44,4.27,FALSE,CHEMBL3102681,Inhibition of GST-tagged SARS coronavirus 3C-like protease by FRET assay,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL3098093,1,Scientific Literature,Bioorg. Med. Chem.,2014,None,,389.389,0.5611,1,6
